HR,Color,GLON,GLAT
4080,ffffffff,275.25,13.07
3753,ffffffff,275.18,-1.94
4183,ffffffff,275.16,19.99
293,ffffffff,275.15,-84.97
1372,ffffffff,275.09,-41.01
3700,ffffffff,275.07,-3.63
4036,ffffffff,275.02,11.15
1395,ffffffff,275.01,-40.52
3536,ffffffff,275,-8.43
3220,ffffffff,274.97,-14.95
3629,ffffffff,274.93,-5.68
574,ffffffff,274.84,-66
1264,ffffffff,274.81,-43.21
4343,ffffffff,274.78,34.53
4302,ffffffff,274.77,30.01
4510,ffffffff,274.69,52.45
4056,ffffffff,274.65,12.65
3819,ffffffff,274.6,0.42
802,ffffffff,274.43,-56.11
4348,ffffffff,274.41,35.59
4225,ffffffff,274.38,24.27
555,ffffffff,274.35,-67.22
3549,ffffffff,274.35,-7.66
4023,ffffffff,274.33,11.88
1336,ffffffff,274.32,-41.65
3784,ffffffff,274.31,-0.2
3307,ffffffff,274.29,-12.6
4468,ffffffff,274.25,48.86
3415,ffffffff,274.14,-10.52
1247,ffffffff,274.02,-43.78
3455,ffffffff,274.02,-9.53
2754,ffffffff,274,-21.77
2104,ffffffff,273.98,-30.42
3414,ffffffff,273.97,-10.38
1340,ffffffff,273.94,-41.72
3147,ffffffff,273.93,-15.8
3498,ffffffff,273.9,-8.41
4194,ffffffff,273.85,22.79
3904,ffffffff,273.82,5.46
1917,ffffffff,273.8,-32.72
3739,ffffffff,273.78,-1.01
3153,ffffffff,273.76,-15.61
1540,ffffffff,273.75,-38.12
1475,ffffffff,273.74,-39.47
3912,ffffffff,273.7,5.87
3274,ffffffff,273.67,-12.91
1435,ffffffff,273.64,-40.2
3836,ffffffff,273.64,2.12
3120,ffffffff,273.5,-15.94
1882,ffffffff,273.48,-33.04
2360,ffffffff,273.47,-27.04
2073,ffffffff,273.46,-30.72
4001,ffffffff,273.45,11.77
1266,ffffffff,273.44,-43.64
3910,ffffffff,273.43,6.1
3152,ffffffff,273.41,-15.43
3138,ffffffff,273.38,-15.69
4086,ffffffff,273.35,16.22
977,ffffffff,273.3,-50.9
701,ffffffff,273.28,-60.44
2337,ffffffff,273.28,-27.23
1695,ffffffff,273.25,-35.61
3925,ffffffff,273.25,7.14
3570,ffffffff,273.23,-6.35
3831,ffffffff,273.18,2.52
4650,ffffffff,273.17,70.9
4019,ffffffff,273.13,13.28
4015,ffffffff,273.12,13.23
3708,ffffffff,273.07,-1.47
4555,ffffffff,273.07,60.04
4585,ffffffff,273.05,63.5
3817,ffffffff,273.03,2.04
2354,ffffffff,273.01,-27.04
3898,ffffffff,272.95,6.31
3611,ffffffff,272.91,-4.56
3070,ffffffff,272.87,-16.62
3293,ffffffff,272.87,-11.91
4416,ffffffff,272.85,45.53
3471,ffffffff,272.73,-8.29
3076,ffffffff,272.69,-16.44
1492,ffffffff,272.67,-39.34
3703,ffffffff,272.64,-1.18
4347,ffffffff,272.49,38.45
2102,ffffffff,272.38,-30.42
778,ffffffff,272.31,-57.82
1357,ffffffff,272.3,-42.01
3126,ffffffff,272.25,-15.24
1416,ffffffff,272.18,-40.92
3485,ffffffff,272.08,-7.37
4382,ffffffff,272.07,42.51
2550,ffffffff,271.92,-24.1
3886,ffffffff,271.85,6.67
4053,ffffffff,271.81,16.67
3605,ffffffff,271.75,-3.81
4533,ffffffff,271.74,58.72
1922,ffffffff,271.73,-32.77
3574,ffffffff,271.62,-4.79
3631,ffffffff,271.59,-2.52
1867,ffffffff,271.57,-33.29
4446,ffffffff,271.56,50.19
2410,ffffffff,271.43,-26.05
3968,ffffffff,271.42,12.46
2196,ffffffff,271.36,-28.89
2468,ffffffff,271.21,-25.19
3368,ffffffff,271.17,-9.4
821,ffffffff,271.1,-57.02
4029,ffffffff,271.08,16.52
4402,ffffffff,271.04,46.57
755,ffffffff,270.92,-59.19
3006,ffffffff,270.91,-16.72
3503,ffffffff,270.91,-5.84
3349,ffffffff,270.85,-9.55
3542,ffffffff,270.8,-4.83
3930,ffffffff,270.68,10.82
3382,ffffffff,270.67,-8.72
3467,ffffffff,270.6,-6.66
3440,ffffffff,270.59,-7.22
3466,ffffffff,270.58,-6.67
3012,ffffffff,270.57,-16.46
3647,ffffffff,270.54,-1.02
4540,ffffffff,270.5,60.75
3105,ffffffff,270.45,-14.61
3218,ffffffff,270.38,-12.26
3984,ffffffff,270.36,14.99
3442,ffffffff,270.33,-6.92
3448,ffffffff,270.33,-6.86
4589,ffffffff,270.3,66.23
3435,ffffffff,270.25,-7.09
3447,ffffffff,270.25,-6.8
1355,ffffffff,270.2,-42.56
2562,ffffffff,270.18,-23.49
1936,ffffffff,270.16,-32.69
4812,ffffffff,270.09,84.72
4608,ffffffff,270.07,68.6
4118,ffffffff,270.06,23.06
4104,ffffffff,269.88,22.39
3386,ffffffff,269.75,-7.97
3992,ffffffff,269.69,16.36
3842,ffffffff,269.65,6.84
4162,ffffffff,269.64,26.65
3730,ffffffff,269.6,2.86
2674,ffffffff,269.54,-21.6
2345,ffffffff,269.52,-26.63
3670,ffffffff,269.46,0.87
4117,ffffffff,269.46,23.83
4261,ffffffff,269.45,34.54
1530,ffffffff,269.44,-39.05
3031,ffffffff,269.32,-15.48
2592,ffffffff,269.31,-22.93
3972,ffffffff,269.3,15.41
4484,ffffffff,269.29,55.59
3056,ffffffff,269.26,-15.03
3062,ffffffff,269.26,-14.91
3350,ffffffff,269.26,-8.44
3161,ffffffff,269.24,-12.92
2661,ffffffff,269.21,-21.79
4287,ffffffff,269.06,37.12
4130,ffffffff,269.04,25.3
2151,ffffffff,268.97,-29.34
4157,ffffffff,268.94,27.12
3341,ffffffff,268.92,-8.43
602,ffffffff,268.87,-67.48
810,ffffffff,268.82,-58.33
4251,ffffffff,268.69,34.78
3658,ffffffff,268.68,1.14
3583,ffffffff,268.62,-1.9
1504,ffffffff,268.6,-39.73
4013,ffffffff,268.58,19.1
4083,ffffffff,268.56,22.64
524,ffffffff,268.52,-71.43
1245,ffffffff,268.5,-45.53
3157,ffffffff,268.39,-12.48
3680,ffffffff,268.37,2.31
3413,ffffffff,268.27,-6.18
3614,ffffffff,268.2,-0.14
2274,ffffffff,268.17,-27.47
3476,ffffffff,268.11,-4.49
3874,ffffffff,268.11,10.32
280,ffffffff,268.05,-87.27
3300,ffffffff,268.05,-8.49
4676,ffffffff,268.05,75.68
2412,ffffffff,268.03,-25.4
3156,ffffffff,268.02,-12.37
3688,ffffffff,268,2.87
2941,ffffffff,267.95,-16.32
3330,ffffffff,267.94,-7.93
3947,ffffffff,267.94,15
3539,ffffffff,267.89,-2.43
4125,ffffffff,267.74,26.62
3588,ffffffff,267.71,-0.9
4284,ffffffff,267.68,38.74
4297,ffffffff,267.67,39.4
1597,ffffffff,267.62,-37.96
3088,ffffffff,267.62,-13.54
2336,ffffffff,267.59,-26.42
3692,ffffffff,267.58,3.35
1836,ffffffff,267.52,-33.87
1930,ffffffff,267.43,-32.74
3180,ffffffff,267.42,-11.3
3551,ffffffff,267.37,-1.74
3654,ffffffff,267.36,2.25
3407,ffffffff,267.33,-5.71
3844,ffffffff,267.32,9.58
3892,ffffffff,267.3,12.79
4471,ffffffff,267.26,56.8
3672,ffffffff,267.21,3.14
558,ffffffff,267.17,-69.99
4663,ffffffff,267.16,75.25
3453,ffffffff,267.13,-4.27
3807,ffffffff,267.13,7.99
721,ffffffff,267.12,-62.24
2683,ffffffff,267.11,-20.73
2369,ffffffff,267.08,-25.9
871,ffffffff,266.92,-56.8
1405,ffffffff,266.91,-42.27
4049,ffffffff,266.85,22.93
4793,ffffffff,266.81,83.58
3726,ffffffff,266.8,5.51
3786,ffffffff,266.78,7.91
4432,ffffffff,266.78,54.07
3897,ffffffff,266.74,13.54
4308,ffffffff,266.72,41.73
3117,ffffffff,266.68,-12.32
3661,ffffffff,266.63,3.3
4145,ffffffff,266.62,29.27
3462,ffffffff,266.6,-3.61
3674,ffffffff,266.58,3.81
2638,ffffffff,266.49,-21.37
4149,ffffffff,266.45,29.86
4289,ffffffff,266.26,40.74
3527,ffffffff,266.25,-1.54
3746,ffffffff,266.22,7.33
2892,ffffffff,266.2,-16.43
3100,ffffffff,266.19,-12.36
3812,ffffffff,266.19,9.2
1674,ffffffff,266.04,-36.72
3256,ffffffff,265.98,-8.55
3634,ffffffff,265.94,2.82
3932,ffffffff,265.93,16.61
2389,ffffffff,265.89,-25.36
3452,ffffffff,265.87,-3.27
2634,ffffffff,265.81,-21.16
4369,ffffffff,265.81,48.81
1168,ffffffff,265.8,-48.46
3668,ffffffff,265.75,4.32
2971,ffffffff,265.68,-14.82
3562,ffffffff,265.64,0.05
3496,ffffffff,265.61,-1.73
3247,ffffffff,265.6,-8.65
4315,ffffffff,265.52,43.96
4252,ffffffff,265.5,38.71
2072,ffffffff,265.48,-30.41
868,ffffffff,265.46,-57.38
4003,ffffffff,265.45,22.43
3133,ffffffff,265.43,-11.36
3487,ffffffff,265.38,-1.84
3494,ffffffff,265.33,-1.69
3375,ffffffff,265.3,-4.96
3445,ffffffff,265.28,-2.95
3520,ffffffff,265.22,-0.86
3178,ffffffff,265.19,-10.06
2320,ffffffff,265.18,-26.16
3729,ffffffff,265.17,7.32
4214,ffffffff,265.16,36.28
3737,ffffffff,265.15,7.8
3358,ffffffff,265.14,-5.28
2526,ffffffff,265.13,-22.65
3766,ffffffff,265.13,9.21
3867,ffffffff,265.1,13.16
3956,ffffffff,265.09,19.64
4232,ffffffff,265.05,37.56
4305,ffffffff,265.03,43.47
3294,ffffffff,264.98,-6.5
3593,ffffffff,264.82,1.96
3390,ffffffff,264.81,-4.11
4559,ffffffff,264.79,67.04
2934,ffffffff,264.77,-14.96
3835,ffffffff,264.72,12
4419,ffffffff,264.7,54.85
4011,ffffffff,264.63,23.84
636,ffffffff,264.54,-66.99
2884,ffffffff,264.5,-15.79
4255,ffffffff,264.46,40.21
3456,ffffffff,264.44,-2.01
2042,ffffffff,264.31,-30.69
588,ffffffff,264.25,-69.6
632,ffffffff,264.22,-67.31
2524,ffffffff,264.22,-22.5
3142,ffffffff,264.2,-10.51
3143,ffffffff,264.2,-10.51
1801,ffffffff,264.19,-34.51
3823,ffffffff,264.18,11.89
4697,ffffffff,264.15,78.28
3694,ffffffff,264.14,6.8
3444,ffffffff,264.12,-2.06
3071,ffffffff,263.97,-12
4071,ffffffff,263.97,27.59
3600,ffffffff,263.95,2.96
3203,ffffffff,263.92,-8.45
3227,ffffffff,263.91,-8.05
3363,ffffffff,263.91,-4.26
3735,ffffffff,263.89,8.9
4218,ffffffff,263.88,38.05
2587,ffffffff,263.86,-21.48
1465,ffffffff,263.83,-41.42
2925,ffffffff,263.71,-14.64
2813,ffffffff,263.57,-17
2814,ffffffff,263.57,-17
3790,ffffffff,263.56,11.45
445,ffffffff,263.48,-76.89
3129,ffffffff,263.48,-10.28
2767,ffffffff,263.45,-17.78
4152,ffffffff,263.42,33.69
3148,ffffffff,263.41,-9.86
3765,ffffffff,263.39,10.96
3089,ffffffff,263.38,-11.19
2815,ffffffff,263.37,-16.87
3682,ffffffff,263.35,7.19
3151,ffffffff,263.34,-9.77
3213,ffffffff,263.33,-7.98
3591,ffffffff,263.33,3.18
3656,ffffffff,263.33,6.16
2212,ffffffff,263.3,-27.68
3716,ffffffff,263.3,8.57
4756,ffffffff,263.27,82.04
3530,ffffffff,263.25,1.15
2554,ffffffff,263.24,-21.76
4073,ffffffff,263.18,28.54
3667,ffffffff,263.09,6.85
3005,ffffffff,262.95,-12.79
3244,ffffffff,262.88,-6.92
4171,ffffffff,262.88,35.46
4517,ffffffff,262.86,64.18
3501,ffffffff,262.83,0.7
3206,ffffffff,262.81,-7.7
3207,ffffffff,262.8,-7.69
3525,ffffffff,262.8,1.25
1227,ffffffff,262.79,-47.64
2862,ffffffff,262.72,-15.63
3371,ffffffff,262.71,-3.19
1912,ffffffff,262.7,-32.91
4368,ffffffff,262.66,51.65
3359,ffffffff,262.57,-3.36
3677,ffffffff,262.55,7.76
3477,ffffffff,262.54,0.05
3684,ffffffff,262.52,8
3756,ffffffff,262.47,11.4
2698,ffffffff,262.46,-18.75
494,ffffffff,262.44,-74.8
3232,ffffffff,262.44,-6.96
1667,ffffffff,262.23,-37.07
3118,ffffffff,262.21,-9.73
3497,ffffffff,262.21,1.09
3602,ffffffff,262.19,4.69
2023,ffffffff,262.18,-30.93
4455,ffffffff,262.18,59.69
3234,ffffffff,262.17,-6.68
4789,ffffffff,262.15,84.14
3179,ffffffff,262.12,-8.1
3356,ffffffff,262.08,-3.08
3090,ffffffff,262.06,-10.42
3426,ffffffff,262.05,-1.14
3250,ffffffff,261.98,-6.17
807,ffffffff,261.96,-60.83
3548,ffffffff,261.95,2.81
4156,ffffffff,261.94,35.55
2435,ffffffff,261.93,-23.73
3833,ffffffff,261.91,14.81
3933,ffffffff,261.9,21.17
3878,ffffffff,261.83,17.45
2515,ffffffff,261.81,-21.99
4190,ffffffff,261.64,38.35
3962,ffffffff,261.61,23.8
1365,ffffffff,261.59,-44.09
3488,ffffffff,261.58,1.29
2513,ffffffff,261.57,-22
2652,ffffffff,261.54,-19.48
4528,ffffffff,261.46,65.86
2940,ffffffff,261.4,-13.19
4076,ffffffff,261.4,30.72
2341,ffffffff,261.36,-25.19
3514,ffffffff,261.34,2.27
2957,ffffffff,261.31,-12.86
1090,ffffffff,261.29,-51.65
1563,ffffffff,261.28,-39.22
1564,ffffffff,261.27,-39.22
2114,ffffffff,261.27,-29.37
960,ffffffff,261.22,-55.59
3931,ffffffff,261.22,21.85
2326,ffffffff,261.21,-25.29
4394,ffffffff,261.2,55.69
2416,ffffffff,261.18,-23.8
3916,ffffffff,261.1,20.7
2278,ffffffff,261.05,-26.2
3965,ffffffff,261,24.68
822,ffffffff,260.97,-60.49
4040,ffffffff,260.84,29.29
1250,ffffffff,260.82,-47.14
3789,ffffffff,260.8,14.2
3187,ffffffff,260.77,-7.01
2687,ffffffff,260.76,-18.47
3046,ffffffff,260.73,-10.66
3780,ffffffff,260.7,14.07
3781,ffffffff,260.7,14.07
2523,ffffffff,260.67,-21.52
3710,ffffffff,260.66,10.88
2322,ffffffff,260.64,-25.23
3058,ffffffff,260.61,-10.42
2400,ffffffff,260.56,-24
3322,ffffffff,260.5,-2.89
3535,ffffffff,260.5,3.75
3517,ffffffff,260.46,3.05
2044,ffffffff,260.39,-30.3
2594,ffffffff,260.38,-20.24
3146,ffffffff,260.35,-8.06
2094,ffffffff,260.32,-29.63
3919,ffffffff,260.31,21.92
3037,ffffffff,260.25,-10.56
3121,ffffffff,260.23,-8.49
3439,ffffffff,260.19,0.91
3055,ffffffff,260.18,-10.19
4515,ffffffff,260.18,65.48
4233,ffffffff,260.17,42.69
2553,ffffffff,260.16,-20.86
3326,ffffffff,260.1,-2.4
4400,ffffffff,260.09,56.83
3204,ffffffff,260.07,-5.96
698,ffffffff,260.03,-65.6
3137,ffffffff,260.02,-8.13
4094,ffffffff,259.99,33.65
4163,ffffffff,259.97,38.07
2672,ffffffff,259.91,-18.41
4418,ffffffff,259.9,58.57
3871,ffffffff,259.89,19.06
1338,ffffffff,259.84,-44.79
3946,ffffffff,259.77,24.14
4068,ffffffff,259.77,32.01
3421,ffffffff,259.76,0.53
2719,ffffffff,259.7,-17.13
2049,ffffffff,259.64,-30.17
1818,ffffffff,259.56,-34.18
4172,ffffffff,259.53,39
4237,ffffffff,259.52,43.53
1742,ffffffff,259.39,-35.57
3404,ffffffff,259.37,0.31
929,ffffffff,259.36,-57.5
2762,ffffffff,259.31,-16.29
535,ffffffff,259.3,-73.37
3226,ffffffff,259.29,-5.06
4414,ffffffff,259.28,58.52
1498,ffffffff,259.24,-41.23
1727,ffffffff,259.2,-35.84
471,ffffffff,259.18,-76.31
3715,ffffffff,259.07,12.64
3116,ffffffff,258.9,-7.83
4005,ffffffff,258.87,29.82
2138,ffffffff,258.86,-28.53
3205,ffffffff,258.84,-5.13
998,ffffffff,258.81,-54.94
2384,ffffffff,258.81,-23.84
3534,ffffffff,258.79,5.12
4158,ffffffff,258.78,38.82
3057,ffffffff,258.76,-9.36
3069,ffffffff,258.72,-9.09
2608,ffffffff,258.6,-19.29
2998,ffffffff,258.57,-10.57
4123,ffffffff,258.57,36.91
4160,ffffffff,258.56,39.29
3798,ffffffff,258.55,16.62
3101,ffffffff,258.53,-7.93
2281,ffffffff,258.49,-25.58
3166,ffffffff,258.48,-6.27
1021,ffffffff,258.4,-54.29
2020,ffffffff,258.37,-30.61
554,ffffffff,258.35,-72.71
3114,ffffffff,258.34,-7.57
4632,ffffffff,258.3,76
3389,ffffffff,258.29,0.74
3479,ffffffff,258.28,3.53
498,ffffffff,258.27,-75.56
3373,ffffffff,258.2,0.26
4356,ffffffff,258.13,54.08
2771,ffffffff,257.99,-15.45
4381,ffffffff,257.99,56.23
2761,ffffffff,257.96,-15.71
2984,ffffffff,257.96,-10.57
686,ffffffff,257.92,-66.77
2563,ffffffff,257.9,-19.89
4410,ffffffff,257.9,59.03
3388,ffffffff,257.87,0.98
3921,ffffffff,257.84,24.51
3745,ffffffff,257.78,15.63
2083,ffffffff,257.72,-29.44
2740,ffffffff,257.72,-16.02
659,ffffffff,257.7,-67.91
3327,ffffffff,257.62,-0.54
3328,ffffffff,257.62,-0.54
1516,ffffffff,257.58,-40.79
3286,ffffffff,257.54,-1.64
3020,ffffffff,257.51,-9.53
1767,ffffffff,257.47,-34.98
3074,ffffffff,257.47,-8.26
3111,ffffffff,257.39,-7.02
3399,ffffffff,257.39,1.61
4155,ffffffff,257.37,40.04
3243,ffffffff,257.35,-3.21
3078,ffffffff,257.32,-8.1
2204,ffffffff,257.28,-26.9
3733,ffffffff,257.26,15.04
4483,ffffffff,257.26,64.32
3434,ffffffff,257.18,3
2462,ffffffff,257.12,-21.91
3463,ffffffff,257.1,3.97
4371,ffffffff,257.02,56.25
3162,ffffffff,257.01,-5.53
2089,ffffffff,256.89,-29.25
1081,ffffffff,256.87,-53
4299,ffffffff,256.87,50.32
3830,ffffffff,256.84,19.71
2290,ffffffff,256.8,-25.01
1167,ffffffff,256.76,-50.51
3862,ffffffff,256.7,21.53
2476,ffffffff,256.68,-21.4
3296,ffffffff,256.65,-0.57
3770,ffffffff,256.64,17.66
528,ffffffff,256.59,-74.45
3490,ffffffff,256.54,5.41
2348,ffffffff,256.45,-23.97
3225,ffffffff,256.45,-3.24
3644,ffffffff,256.42,11.88
3828,ffffffff,256.32,20.05
3963,ffffffff,256.32,29.24
4543,ffffffff,256.3,69.47
3858,ffffffff,256.29,21.6
2746,ffffffff,256.26,-15.3
3438,ffffffff,256.24,3.9
3364,ffffffff,256.21,1.5
300,ffffffff,256.19,-86.46
3977,ffffffff,256.19,30.45
1663,ffffffff,256.17,-37.28
2548,ffffffff,256.12,-19.6
4478,ffffffff,256,64.85
3165,ffffffff,255.98,-4.71
2162,ffffffff,255.9,-27.43
3107,ffffffff,255.89,-6.26
2908,ffffffff,255.87,-11.16
2626,ffffffff,255.83,-17.88
2748,ffffffff,255.77,-15.04
2878,ffffffff,255.74,-11.91
789,ffffffff,255.67,-62.98
1169,ffffffff,255.67,-50.63
1649,ffffffff,255.64,-37.63
3533,ffffffff,255.62,7.64
4303,ffffffff,255.51,51.87
2789,ffffffff,255.49,-14.03
3512,ffffffff,255.49,7.05
3080,ffffffff,255.35,-6.86
3267,ffffffff,255.33,-0.88
3986,ffffffff,255.27,31.8
3923,ffffffff,255.24,27.09
3233,ffffffff,255.2,-2.07
4055,ffffffff,255.04,35.83
3041,ffffffff,255.03,-7.57
3468,ffffffff,254.99,5.77
2546,ffffffff,254.96,-19.21
3140,ffffffff,254.96,-5.01
3283,ffffffff,254.95,0.14
3002,ffffffff,254.86,-8.44
3385,ffffffff,254.82,3.14
3718,ffffffff,254.81,16.72
4306,ffffffff,254.81,52.49
4229,ffffffff,254.8,47.11
3270,ffffffff,254.78,-0.42
431,ffffffff,254.77,-79.59
3419,ffffffff,254.66,4.42
3343,ffffffff,254.6,2.03
3195,ffffffff,254.54,-2.63
706,ffffffff,254.5,-66.45
3219,ffffffff,254.47,-2.02
1216,ffffffff,254.43,-49.37
3810,ffffffff,254.38,20.82
4240,ffffffff,254.38,48.1
3025,ffffffff,254.36,-7.54
4249,ffffffff,254.18,49.12
3767,ffffffff,254.14,19.89
4253,ffffffff,254.14,49.26
2667,ffffffff,254.09,-16.22
2668,ffffffff,254.09,-16.22
3241,ffffffff,254,-1.01
3240,ffffffff,253.98,-1
3084,ffffffff,253.9,-5.93
3253,ffffffff,253.86,-0.43
968,ffffffff,253.82,-56.96
2658,ffffffff,253.77,-16.43
3032,ffffffff,253.77,-7.09
1927,ffffffff,253.76,-32.01
3266,ffffffff,253.75,0.21
2579,ffffffff,253.67,-18.23
3585,ffffffff,253.67,11.13
4319,ffffffff,253.65,54.5
3237,ffffffff,253.58,-0.84
2952,ffffffff,253.54,-8.88
4122,ffffffff,253.49,41.37
3154,ffffffff,253.46,-3.6
3637,ffffffff,253.46,14.05
3397,ffffffff,253.37,4.61
4386,ffffffff,253.36,59.9
1856,ffffffff,253.35,-32.98
3242,ffffffff,253.32,-0.49
3155,ffffffff,253.31,-3.39
3991,ffffffff,253.29,34.08
4034,ffffffff,253.23,36.27
2008,ffffffff,253.21,-30.16
3273,ffffffff,253.18,0.9
1418,ffffffff,253.17,-43.71
2907,ffffffff,253.13,-9.78
3035,ffffffff,253.08,-6.63
2917,ffffffff,253.06,-9.59
3994,ffffffff,253.01,34.5
2995,ffffffff,252.98,-7.54
3808,ffffffff,252.97,21.98
3749,ffffffff,252.94,20.14
3513,ffffffff,252.9,9.15
358,ffffffff,252.89,-84.13
2666,ffffffff,252.87,-15.72
2759,ffffffff,252.84,-13.49
3199,ffffffff,252.72,-1.34
3908,ffffffff,252.72,28.36
2211,ffffffff,252.67,-25.77
3988,ffffffff,252.65,34.57
3628,ffffffff,252.64,14.52
2986,ffffffff,252.57,-7.57
4224,ffffffff,252.55,48.53
1433,ffffffff,252.54,-43.37
2981,ffffffff,252.51,-7.69
3362,ffffffff,252.51,4.18
2955,ffffffff,252.47,-8.28
3970,ffffffff,252.46,33.06
3001,ffffffff,252.45,-7.11
3022,ffffffff,252.45,-6.56
3017,ffffffff,252.39,-6.74
3011,ffffffff,252.31,-6.84
3016,ffffffff,252.31,-6.73
2178,ffffffff,252.3,-26.36
3384,ffffffff,252.29,4.98
3516,ffffffff,252.27,9.73
3597,ffffffff,252.26,12.83
1984,ffffffff,252.25,-30.51
3556,ffffffff,252.25,11.21
2575,ffffffff,252.22,-17.73
1291,ffffffff,252.21,-47.02
2591,ffffffff,252.21,-17.38
4060,ffffffff,252.21,38.47
2158,ffffffff,252.18,-26.76
3822,ffffffff,252.17,23.43
2961,ffffffff,252.14,-7.9
2157,ffffffff,252.13,-26.78
2964,ffffffff,252.13,-7.82
3282,ffffffff,252.13,2.1
1870,ffffffff,252.02,-32.61
2963,ffffffff,252.01,-7.77
3763,ffffffff,252,21.54
2451,ffffffff,251.94,-20.54
3085,ffffffff,251.78,-4.59
4245,ffffffff,251.78,50.48
2727,ffffffff,251.76,-13.57
2691,ffffffff,251.72,-14.63
4092,ffffffff,251.72,40.89
2945,ffffffff,251.71,-8.05
3336,ffffffff,251.71,3.91
4564,ffffffff,251.67,72.7
3238,ffffffff,251.66,0.48
2875,ffffffff,251.64,-9.93
3607,ffffffff,251.63,13.9
4265,ffffffff,251.63,51.69
4464,ffffffff,251.62,65.92
3433,ffffffff,251.59,7.31
2187,ffffffff,251.57,-25.92
3518,ffffffff,251.57,10.33
2968,ffffffff,251.54,-7.46
3091,ffffffff,251.48,-4.14
3796,ffffffff,251.46,23
2032,ffffffff,251.36,-29.34
3985,ffffffff,251.36,35.23
3903,ffffffff,251.23,29.44
2791,ffffffff,251.08,-11.94
4531,ffffffff,251.07,70.53
3646,ffffffff,250.88,16.66
4042,ffffffff,250.79,38.76
1008,ffffffff,250.78,-56.11
2117,ffffffff,250.77,-27.59
4454,ffffffff,250.77,65.72
3177,ffffffff,250.76,-0.91
2702,ffffffff,250.69,-13.83
2869,ffffffff,250.66,-9.59
4534,ffffffff,250.65,70.81
3092,ffffffff,250.64,-3.53
3007,ffffffff,250.62,-5.99
3239,ffffffff,250.52,1.35
2994,ffffffff,250.51,-6.15
2882,ffffffff,250.46,-8.97
2954,ffffffff,250.46,-7.16
3049,ffffffff,250.42,-4.69
4182,ffffffff,250.38,47.42
1443,ffffffff,250.37,-43.22
4244,ffffffff,250.31,51.29
814,ffffffff,250.3,-63.35
3079,ffffffff,250.27,-3.88
2445,ffffffff,250.22,-20.17
423,ffffffff,250.18,-80.59
2769,ffffffff,250.08,-11.91
1316,ffffffff,249.91,-46.51
2842,ffffffff,249.87,-10
2843,ffffffff,249.87,-10
2911,ffffffff,249.85,-7.95
1813,ffffffff,249.84,-33.58
3170,ffffffff,249.83,-0.69
3251,ffffffff,249.71,2.33
4291,ffffffff,249.69,54.59
3331,ffffffff,249.65,5.25
3996,ffffffff,249.63,37.33
1364,ffffffff,249.61,-45.32
3160,ffffffff,249.52,-0.79
2120,ffffffff,249.46,-27.23
2885,ffffffff,249.46,-8.29
3989,ffffffff,249.45,37.19
2895,ffffffff,249.38,-8.04
1404,ffffffff,249.35,-44.24
2069,ffffffff,249.32,-28.29
794,ffffffff,249.3,-64.07
2475,ffffffff,249.3,-18.99
2942,ffffffff,249.29,-6.75
2685,ffffffff,249.27,-13.81
2171,ffffffff,249.26,-25.76
2889,ffffffff,249.25,-8.12
4109,ffffffff,249.25,43.76
2368,ffffffff,249.22,-21.47
3559,ffffffff,249.22,13.69
1075,ffffffff,249.21,-54.41
2390,ffffffff,249.2,-21.01
3261,ffffffff,249.2,3.22
2181,ffffffff,249.16,-25.51
3959,ffffffff,249.14,35.24
3018,ffffffff,249.13,-4.81
3483,ffffffff,249.05,10.91
2773,ffffffff,249.01,-11.28
1548,ffffffff,248.99,-40.07
2937,ffffffff,248.98,-6.67
2507,ffffffff,248.84,-17.84
2790,ffffffff,248.82,-10.86
3402,ffffffff,248.82,8.18
2787,ffffffff,248.78,-10.91
3052,ffffffff,248.76,-3.64
3849,ffffffff,248.71,27.81
4000,ffffffff,248.7,38.16
3420,ffffffff,248.66,8.96
2770,ffffffff,248.52,-11.12
3230,ffffffff,248.5,2.33
2829,ffffffff,248.48,-9.49
3353,ffffffff,248.44,6.81
4059,ffffffff,248.44,41.16
4116,ffffffff,248.42,44.59
3196,ffffffff,248.41,1.44
3653,ffffffff,248.37,19.15
4082,ffffffff,248.33,42.58
2488,ffffffff,248.31,-18.2
2323,ffffffff,248.16,-21.95
2726,ffffffff,248.09,-11.89
853,ffffffff,248.01,-62.21
3772,ffffffff,247.99,25.19
4358,ffffffff,247.99,60.08
1285,ffffffff,247.93,-47.57
897,ffffffff,247.86,-60.74
898,ffffffff,247.85,-60.73
1049,ffffffff,247.78,-55.3
4399,ffffffff,247.6,63.55
2482,ffffffff,247.45,-18.13
2203,ffffffff,247.37,-24.63
2518,ffffffff,247.37,-17.02
2913,ffffffff,247.33,-6.53
3096,ffffffff,247.33,-1.4
3339,ffffffff,247.24,7.22
2856,ffffffff,247.2,-8.22
4780,ffffffff,247.2,85.07
700,ffffffff,247.15,-68.09
2510,ffffffff,247.13,-17.18
4643,ffffffff,247.11,78.87
3113,ffffffff,247.1,-0.65
1076,ffffffff,247.06,-54.61
2465,ffffffff,247.04,-18.47
2407,ffffffff,247.03,-19.88
3099,ffffffff,246.92,-0.86
1326,ffffffff,246.88,-46.41
2444,ffffffff,246.82,-19
4535,ffffffff,246.81,71.94
3291,ffffffff,246.77,6.16
3638,ffffffff,246.74,19.51
3802,ffffffff,246.7,27
4201,ffffffff,246.68,51.02
3381,ffffffff,246.67,9.05
